Text,Score,Sentiment,clean_text
These maybe very nice fir some dogs  but my dogs won't even take them out my hand.<br />I have a beagle a beagle mix and a mini daushund that are all very aggressive treat eaters.<br />I buy them all kinds and brands and had never before found treats or bone that they wouldn't eat.<br />For goodness sake I didn't think there was such a treat considering some of the garbage the are willing to eat.<br /><br />Inexpensive so I didn't loose much just letting y'all know our experience.,1,Negative,maybe nice fir dogs dogs even take hand br beagle beagle mix mini daushund aggressive treat eaters br buy kinds brands never found treats bone eat br goodness sake think treat considering garbage willing eat br br inexpensive loose much letting know experience
"I love this bread; the shelf life is not always accurate.  I placed the extra loaves on top of my refrigerator and when I went to take some out of the box, I found three loaves had mold on them.  It was too late to return them.  I still order the bread, just not so much in advance.  The ""real"" shelf life and the actual shelf life are not always the same.  I found I must use refrigerator space in order to keep this product fresh.",3,Neutral,love bread shelf life always accurate placed extra loaves top refrigerator went take box found three loaves mold late return still order bread much advance real shelf life actual shelf life always found must use refrigerator space order keep product fresh
"This PB bite size cracker is a crisp, flavorful treat. A nice alternative to the standard snack or dessert cracker.",5,Positive,pb bite size cracker crisp flavorful treat nice alternative standard snack dessert cracker
"On the plus side, Truvia for me is a very good tasting low-calorie sugar substitute.  Does it taste exactly like sugar? No.  But for me it tastes better than Sweet & Low, Equal, and even Splenda.<br /><br />The problem I have with Truvia -- and hence just the three stars -- is that it is not just a sweetener made with from a stevia extract.  The other major sweetening ingredient contained in Truvia is erythritol, a sugar alcohol.  Unlike stevia that has a history of 30+ years of safe use (with no major bad side effects) in Japan, there's nothing much known about the safety and long-term effects of taking large and repeated doses of erythritol.  Erythritol has simply not been tested a whole lot.<br /><br />So one is rolling the dice with Truvia, hoping that there's no long-term negative consequences of ingesting so much erythritol on a daily basis (if one is using Truvia regularly for their morning coffee or tea).<br /><br />If one is drawn to using a stevia-based low calorie sweetener for the known safety record of stevia (as demonstrated in Japan), then it would be wise to use a stevia sweetener that does NOT contain erythritol.  Unfortunately, Truvia does.<br /><br />On the other hand, if one is only concerned about the taste of the low calorie sweetener, then Truvia is a fine choice in that regard.",3,Neutral,plus side truvia good tasting low calorie sugar substitute taste exactly like sugar tastes better sweet low equal even splenda br br problem truvia hence three stars sweetener made stevia extract major sweetening ingredient contained truvia erythritol sugar alcohol unlike stevia history years safe use major bad side effects japan nothing much known safety long term effects taking large repeated doses erythritol erythritol simply tested whole lot br br one rolling dice truvia hoping long term negative consequences ingesting much erythritol daily basis one using truvia regularly morning coffee tea br br one drawn using stevia based low calorie sweetener known safety record stevia demonstrated japan would wise use stevia sweetener contain erythritol unfortunately truvia br br hand one concerned taste low calorie sweetener truvia fine choice regard
"Today, I had the opportunity to review a new treat:  Newtons Fruit Thins.<br /><br />Now, I have never been a big fan of Fig Newtons because, well, I do not like figs.  But when I heard about these cookies, I decided to try them, because they were not only healthy, they were also fig free!  The flavor I chose was Blueberry Brown Sugar.<br /><br />The first thing I noticed was the info on the packaging.  One serving was 3 cookies, containing 140 calories, with 5 grams of fat and 2 grams of fiber.  That is not too shabby for cookies, as long as they are good.<br /><br />Next I noticed that these cookies had appeal for those in stricter diets.  They contain real fruit, whole grain, and NO high fructose corn syrup.  So, in other words, Moms can feel good about giving these to their little ones.<br /><br />But, how would they taste?  I decided to dive in.  As I opened the package, I noticed the cookies smelled like real blueberries, which is always a plus.  The smell was sweet, and fresh, like homemade blueberry muffins.  I was getting really excited by this point.<br /><br />I got the recommended serving of three cookies.  I immediately noticed that their thin, crunchy texture reminded me of what the British call biscuits, so I paired them with a cup of chai tea.  Finally, time for my first taste.  I took a nibble, and was pleasantly surprised.  They were delicious!  They are very flavorful, and the serving of 3 cookies is just enough to satisfy a sweet tooth.  They held up well being dipped into my tea as well.<br /><br />I am happy to say, I am a huge fan of these cookies, and so is Hubby. And since he is suspicious of anything healthy, fruity, and with no chocolate components, that is saying a lot! I will definitely be getting these again, and most likely will try the other flavors they have out as well.",5,Positive,today opportunity review new treat newtons fruit thins br br never big fan fig newtons well like figs heard cookies decided try healthy also fig free flavor chose blueberry brown sugar br br first thing noticed info packaging one serving cookies containing calories grams fat grams fiber shabby cookies long good br br next noticed cookies appeal stricter diets contain real fruit whole grain high fructose corn syrup words moms feel good giving little ones br br would taste decided dive opened package noticed cookies smelled like real blueberries always plus smell sweet fresh like homemade blueberry muffins getting really excited point br br got recommended serving three cookies immediately noticed thin crunchy texture reminded british call biscuits paired cup chai tea finally time first taste took nibble pleasantly surprised delicious flavorful serving cookies enough satisfy sweet tooth held well dipped tea well br br happy say huge fan cookies hubby since suspicious anything healthy fruity chocolate components saying lot definitely getting likely try flavors well
"Personally, I've never tried an energy shot before this Red Rain Berry Flavored Energy Shot. I like the taste of Red Bull, Amp, Full Throttle etc. so I buy those and drink them (although not very regularly) if I need to stay up late or wake up. Overall, this does a similar job -- although it gives you less of a jolt than drinking one of those, so if you're really tired, you probably want something with a bit more kick. Nonetheless, seems more effective than a cup of coffee alone (it has about as much caffeine as a single cup) and is considerably cheaper than the competition, with 5 Hour Energy costing almost twice as much. Again, having never tried 5 Hour Energy, I can't say how the effects of the two compare, but Red Rain is definitely cheaper (and it works)!<br /><br />Taste:<br /><br />A little sour/bitter. If you can't stand artificial sweeteners, you probably won't like the taste all that much, but it's pretty much done with before you can savor it too long. Taste is kind of like berry flavored Orbit chewing gum. Not bad, but I prefer energy drinks with sugar in them.<br /><br />Value:<br /><br />Pretty good. $1 per shot seems to be the cheapest you can find any brand of these type of things. Cheaper than buying a latte or regular energy drink, too.<br /><br />Energy:<br /><br />Seemed to provide a reasonable boost. No caffeine buzz, but I consume a fair amount of caffeine, so your mileage may vary if you don't. Not a big instant rush, more steady and sustained. Some people might like the initial sugar/caffeine buzz that kicks in about 30 minutes after downing a Red Bull etc. You don't get that burst of super energy from this, which could be viewed as a negative or positive, depending on what you're looking for. If you're running on 2 hours of sleep, something with more caffeine and sugar will definitely be more effective -- I doubt this would do much. However, if you're not overly fatigued, this will do the job fine (better -- I can do without the jitters and buzz unless they're a necessity to keep me awake).<br /><br />Overall:<br /><br />4/5. Good value and good results. Docked a star for taste -- I'm not a huge fan of the flavor (again, your mileage may vary), but it's a small enough container that it really isn't too big of an issue.",4,Positive,personally never tried energy shot red rain berry flavored energy shot like taste red bull amp full throttle etc buy drink although regularly need stay late wake overall similar job although gives less jolt drinking one really tired probably want something bit kick nonetheless seems effective cup coffee alone much caffeine single cup considerably cheaper competition hour energy costing almost twice much never tried hour energy say effects two compare red rain definitely cheaper works br br taste br br little sour bitter stand artificial sweeteners probably like taste much pretty much done savor long taste kind like berry flavored orbit chewing gum bad prefer energy drinks sugar br br value br br pretty good per shot seems cheapest find brand type things cheaper buying latte regular energy drink br br energy br br seemed provide reasonable boost caffeine buzz consume fair amount caffeine mileage may vary big instant rush steady sustained people might like initial sugar caffeine buzz kicks minutes downing red bull etc get burst super energy could viewed negative positive depending looking running hours sleep something caffeine sugar definitely effective doubt would much however overly fatigued job fine better without jitters buzz unless necessity keep awake br br overall br br good value good results docked star taste huge fan flavor mileage may vary small enough container really big issue
"I usually don't like tea AT ALL but this has a nice flavor and I enjoyed drinking it. I used it because my mother told me about it and recommended it (she loves it); she said it was very gentle with no crampy, gassy, sudden urge to go side effects like most laxatives. That was NOT the case with me. I took it before bed and about ten hours later I got horrible gas and cramping which led to me hurrying to the bathroom soon afterwards for a very crampy and unpleasant bowel movement. I would definitely give it a try if you haven't because it works very well. Its just a matter of figuring out how the tea is going to effect you personally.",3,Neutral,usually like tea nice flavor enjoyed drinking used mother told recommended loves said gentle crampy gassy sudden urge go side effects like laxatives case took bed ten hours later got horrible gas cramping led hurrying bathroom soon afterwards crampy unpleasant bowel movement would definitely give try works well matter figuring tea going effect personally
"My 5 year old enjoys these. they are small in size though, so I combine them with a fruit for snack time. I like the ingredients list and the fact that they are organic.",4,Positive,year old enjoys small size though combine fruit snack time like ingredients list fact organic
"I was disappointed to learn that General Mills sold this product to Diamond Foods (the nut company) in early 2009.  Since then, Pop Secret Homestyle has become unrecognizable.  The kernels are larger than they used to be and they have so many husks that it chokes you to swallow it.  Not to mention the fact that you need to keep toothpicks and dental floss nearby! Oh, and make sure you have something to drink handy while eating it because of the choking issue. It it really unpleasant!  They also did something to the flavor.  I suspect that they no longer use real butter because now it has no flavor at all.  It is just salty and greasy.<br /><br />I used to have trouble keeping Pop Secret in my house because it would be devoured as soon as I bought it.  Now I have had 4 boxes sitting in my pantry for months that nobody will touch.  I don't believe I have ever before experienced such a drastic and disappointing change in a product that I used to love so much.  Guess I'll have to switch to Orville now.",1,Negative,disappointed learn general mills sold product diamond foods nut company early since pop secret homestyle become unrecognizable kernels larger used many husks chokes swallow mention fact need keep toothpicks dental floss nearby oh make sure something drink handy eating choking issue really unpleasant also something flavor suspect longer use real butter flavor salty greasy br br used trouble keeping pop secret house would devoured soon bought boxes sitting pantry months nobody touch believe ever experienced drastic disappointing change product used love much guess switch orville
This is such a great product.  It sweetens and adds a lovely amaretto flavor without being made of sugar or artificial sweeteners.  The Madhava brand is terrific and there are so many flavors to choose from that I know I will be using this as my sweetener of choice and trying them all out!,5,Positive,great product sweetens adds lovely amaretto flavor without made sugar artificial sweeteners madhava brand terrific many flavors choose know using sweetener choice trying
"My wife and I just performed a taste test of three different tonic waters. We used Bombay Gin in all three to keep the variables to one--the tonic water. We used Schweppes Tonic Water, Q Tonic Water, and Fever-Tree Tonic Water. We thought the Fever-Tree was the best, with Q Tonic second, and Schweppes Tonic a distant third. The Schweppes had a cloying off-taste compared to the other two which we attributed to the high fructose corn syrup which sweetens it. Before we purchased the two premium tonic waters, we thought Schweppes was the best compared to Canada Dry and Seagram's. But the two premium tonic waters were both better. The Q Tonic (sweetened with agave nectar) was less sweet (and lower in calories) than the Fever-Tree (sweetened with cane sugar) and had a distinctly different taste, more subdued compared to Fever-Tree. Both had clean and crisp finishes that were very refreshing. We both thought Fever-Tree had more flavor, especially more citrus flavor, and we preferred it. We will be happy to finish the rest of the case of Q Tonic we bought, but we are going to purchase only Fever-Tree in the future. We prefer gin and tonics with Bombay Sapphire and Tanqueray Gins. We tried Fever-Tree with Hendrick's Gin and it was good, better than Hendrick's in martinis, with which we prefer Bombay Sapphire.",5,Positive,wife performed taste test three different tonic waters used bombay gin three keep variables one tonic water used schweppes tonic water q tonic water fever tree tonic water thought fever tree best q tonic second schweppes tonic distant third schweppes cloying taste compared two attributed high fructose corn syrup sweetens purchased two premium tonic waters thought schweppes best compared canada dry seagram two premium tonic waters better q tonic sweetened agave nectar less sweet lower calories fever tree sweetened cane sugar distinctly different taste subdued compared fever tree clean crisp finishes refreshing thought fever tree flavor especially citrus flavor preferred happy finish rest case q tonic bought going purchase fever tree future prefer gin tonics bombay sapphire tanqueray gins tried fever tree hendrick gin good better hendrick martinis prefer bombay sapphire
Got several shades of fondant. All easy to work with and nice vibrant color. Good flavor also. My first time using fondant to cover an entire cake. Will buy again.,5,Positive,got several shades fondant easy work nice vibrant color good flavor also first time using fondant cover entire cake buy
"Decent packaging, and amazing for baking. I couldn't believe how much more volume it gave to my gluten-free breads. It also makes them not brittle. Guar is hard to find in stores - highly recommended.",5,Positive,decent packaging amazing baking believe much volume gave gluten free breads also makes brittle guar hard find stores highly recommended
"So, you can buy much shorter stix at the pet store that cost about 1/2 as much, and they last about 1/10th the time. This is by far the absolute best value in bully sticks. If you have a saw, you can cut them into smaller piece, if not, you can give even a smaller dog this size of a stick and they will take care of it. My coton who loves to chew on these sticks and is only 14lbs can be kept busy for over a month with one stick, now that's value!!! I highly recommend.",5,Positive,buy much shorter stix pet store cost much last th time far absolute best value bully sticks saw cut smaller piece give even smaller dog size stick take care coton loves chew sticks lbs kept busy month one stick value highly recommend
"I haven't been to England in half a dozen years. My wife and I used to go every year, but for various reasons, we haven't been in six years. We drink tea there, not so much at home, but we got this tea and it brings back fond memories for me. It's very good tea. I'm not a connoisseur, but I know what I like and I like this tea.",5,Positive,england half dozen years wife used go every year various reasons six years drink tea much home got tea brings back fond memories good tea connoisseur know like like tea
I would try next time warming them up because it did not taste as good as i thought it would.  But it filled me up and i felt good eating it.,3,Neutral,would try next time warming taste good thought would filled felt good eating
I think this is pretty good.  Something different than regular coffee.  I think it has a very good taste.  I drink it when I want something different than tea or hot chocolate.,4,Positive,think pretty good something different regular coffee think good taste drink want something different tea hot chocolate
was very disappointd  with this soup at hand product  soup  was  very thin  and no taste to it  it is not  like the condensed can  of  cream of broccoli  which  i love  very much  i will  only  buy the condensed can of cream of broccoli,2,Negative,disappointd soup hand product soup thin taste like condensed cream broccoli love much buy condensed cream broccoli
"My husband is a mint tea connoisseur and we've tried many brands. All the way around, he loves this one best. Just a nice, fresh, crisp and refreshing tea. Makes an awesome summer time iced tea as well.",4,Positive,husband mint tea connoisseur tried many brands way around loves one best nice fresh crisp refreshing tea makes awesome summer time iced tea well
These cookies taste great!  Thank you for making them.  I was disappointed when they arrived that they had not been packed very well and many if the cookies were crushed in transit.,3,Neutral,cookies taste great thank making disappointed arrived packed well many cookies crushed transit
Works really well keeps my dogs in fence!  They learned really quick to quit digging out I was having trouble keeping her in she is a boxer/catahoula curr kept digging out everyday but this worked highly recommended!,5,Positive,works really well keeps dogs fence learned really quick quit digging trouble keeping boxer catahoula curr kept digging everyday worked highly recommended
"Although I love tea and drink it all the time, I thought the Scottish Breakfast Tea was just okay.  I also ordered Taylors of Harrogate Earl Grey Tea, and it is WONDERFUL! The best Earl Grey Tea I have had. As for Breakfast Tea, I guess my favorite is still Trader Joe's Irish Breakfast Tea.",3,Neutral,although love tea drink time thought scottish breakfast tea okay also ordered taylors harrogate earl grey tea wonderful best earl grey tea breakfast tea guess favorite still trader joe irish breakfast tea
"Farmers Coffee has a wonderful, mild taste and I've had it at one of my local restaurants many times.  This prompted me to buy some online and these packets make it easy to make both at home and take it with me to work as well.  This is GREAT!!!!!!!",5,Positive,farmers coffee wonderful mild taste one local restaurants many times prompted buy online packets make easy make home take work well great
this is a nice dark roast coffee  no bitter taste<br />brewed up easily  packaged well  will definately buy again,4,Positive,nice dark roast coffee bitter taste br brewed easily packaged well definately buy
"It does taste good, but like others, I had an issue with the packaging.  The bag and label have no nutritional data--at all.  I'm on a diet and one of my kids has food allergies.  So I'm guessing at the calorie content, and won't give any to my licorice-loving son because I don't know exactly what's in it.  I have no data on where it was made or packaged. You have to be ridiculously trusting to start eating. But it looked good, so I tried it.  The taste is what I was looking for, but without ingredients or caloric info, I won't be buying this again.",3,Neutral,taste good like others issue packaging bag label nutritional data diet one kids food allergies guessing calorie content give licorice loving son know exactly data made packaged ridiculously trusting start eating looked good tried taste looking without ingredients caloric info buying
"We love bionaturae Gluten free pasta. It's made from rice, potato and soy. When it's cooked it doesn't fall apart like some other gluten free pasta, and keeps  a firm consistency. It's important to cook it according to instructions, and not a minute more. You don't have to rinse this pasta either. My kids love this pasta. Good deal on amazon.",5,Positive,love bionaturae gluten free pasta made rice potato soy cooked fall apart like gluten free pasta keeps firm consistency important cook according instructions minute rinse pasta either kids love pasta good deal amazon
I have never posted a review on any of the hundreds of items I have purchased on here but these are completely wonderful!!! I wish I could give more than 5 stars.<br />I have Celiac Disease and it's hard to find good crispy snacks. Since these are made of cheese they are high in protein they are very filling. They are a great alternative to a lot of the rice crackers I have tried and much better for you than potato chips.,5,Positive,never posted review hundreds items purchased completely wonderful wish could give stars br celiac disease hard find good crispy snacks since made cheese high protein filling great alternative lot rice crackers tried much better potato chips
"My husband and I drink ice tea daily and appreciate the ability to make more or less and adjust the strength of our tea. Which is why we choose bulk tea over bags. When we opened the bag, the aroma was fragrant and gave promise of a flavorful brew.  And it is. Using a coffee filter, our tea brews up, smells delicious hot and cools to a brisk, refreshing drink.",5,Positive,husband drink ice tea daily appreciate ability make less adjust strength tea choose bulk tea bags opened bag aroma fragrant gave promise flavorful brew using coffee filter tea brews smells delicious hot cools brisk refreshing drink
"I used to tell of the tales when I worked as a stock boy at a local grocery, and wondered about all the old people in the dog food aisle, looking at the better canned brands.  I remarked to one of the other stockers that old people must really love their dogs they are always buying the best stuff. I would never get anything beyond dry for my sisters cat.  They basically told me I didn't understand the situation, these people were on social security with no savings and could barely afford utilities.  They bought good dogfood cause they got it for themselves!<br /><br />Well that said, the gal Karine, that takes care of my poodle while I work in Chicago said that if she got to that bad in retirement, she would condsider eating this dog food, Chef Michael's Grilled Sirloin. Because my poodle Sandy would pick it off the top of the bowl, she mixed it with the other dry food. Sandy stays in a large pen during part of the day, his food and water are there.  When Karine returned to walk Sandy, she noticed that the food was spread over one of the pads in the pen, and all the Chef Michael's stuff was picked out!<br /><br />The very top or the most prominant ingredient in this food was beef, and the stuff looks like it, and apparently the dog has judged it to be better than the average fare.  Smart dog, it looks pretty healthy too from the rest of the ingredients. I will likely buy this one, as a good suppliment to mix with the EVO I usually buy.",5,Positive,used tell tales worked stock boy local grocery wondered old people dog food aisle looking better canned brands remarked one stockers old people must really love dogs always buying best stuff would never get anything beyond dry sisters cat basically told understand situation people social security savings could barely afford utilities bought good dogfood cause got br br well said gal karine takes care poodle work chicago said got bad retirement would condsider eating dog food chef michael grilled sirloin poodle sandy would pick top bowl mixed dry food sandy stays large pen part day food water karine returned walk sandy noticed food spread one pads pen chef michael stuff picked br br top prominant ingredient food beef stuff looks like apparently dog judged better average fare smart dog looks pretty healthy rest ingredients likely buy one good suppliment mix evo usually buy
"The treats are shaped like little meat cylinders.  There's an open center where you slip in the pill, then you squash the soft treat into a ball that has your pill in the center.  My cats barely notice that the pill exists.<br /><br />My cats like both the Chicken and the Salmon flavors.  While I don't think it's the healthiest treat (it would need more meat and fewer fillers for that), it's a whole lot less annoying than trying to shove a pill down a cat's throat.  The only time my cat wouldn't eat it was when he was very very sick and refusing everything.  In fact, the only thing I don't like about this product is the price... and this is a whole lot better than paying $8 a bag to get it from my vet's office!!",5,Positive,treats shaped like little meat cylinders open center slip pill squash soft treat ball pill center cats barely notice pill exists br br cats like chicken salmon flavors think healthiest treat would need meat fewer fillers whole lot less annoying trying shove pill cat throat time cat eat sick refusing everything fact thing like product price whole lot better paying bag get vet office
"This is my absolute favorite tea! I was worried when my store stopped carrying it, but I found it here! Highly recommend!",5,Positive,absolute favorite tea worried store stopped carrying found highly recommend
I was aware of the salt because my friend really did extensive research before me and of course I had eaten it in her foods. It is now a staple in my pantry - especially great for making cultured veggies and in soups. GOOD STUFF!,5,Positive,aware salt friend really extensive research course eaten foods staple pantry especially great making cultured veggies soups good stuff
"You are way better off ordering these directly from the website McCall Farms, much cheaper.  If you have already ordered these peanuts the website is actually on their label, very small below the nutrition facts.",1,Negative,way better ordering directly website mccall farms much cheaper already ordered peanuts website actually label small nutrition facts
These pretzel pieces are so hard to chew that I have to grind them up.  The flavor is great but the hardness of them will break your teeth.  I made a mistake in this order and wasted money.,1,Negative,pretzel pieces hard chew grind flavor great hardness break teeth made mistake order wasted money
"I absolutely love Lana's Snowflake tea! I received a sample when I ordered the Finum Permanet Filter through Amazon (which, by the way, is the best filter I have ever used!). I fell in love with the Snowflake tea and had to order some for myself. It's fantastic!",5,Positive,absolutely love lana snowflake tea received sample ordered finum permanet filter amazon way best filter ever used fell love snowflake tea order fantastic
"What more can I say about a Hershey chocolate product? It's absolutely my favorite combination of flavor and melt-in-the-mouth ecstacy. Packaged easy to freeze,<br />retains its good qualities after being moved into a special home in the fridge.",5,Positive,say hershey chocolate product absolutely favorite combination flavor melt mouth ecstacy packaged easy freeze br retains good qualities moved special home fridge
"Taste great, once in awhile you will come across a pocket of fat but its worth the risk. Anything from this supplier is good quality and value.",4,Positive,taste great awhile come across pocket fat worth risk anything supplier good quality value
"love the rich tast, good quality and long lasting falvor. Most coffee's lose there tast after sitting awhile. l highly recomend this coffee to every-one.",5,Positive,love rich tast good quality long lasting falvor coffee lose tast sitting awhile l highly recomend coffee every one
This is a fantastic product.  Tastes better than McDonalds or Starbucks and less expensive at about $.51 per serving.  It comes in a great canister with a scoop to measure the frappe mix. I love it and recommend it to anyone who has a love of frappes.,5,Positive,fantastic product tastes better mcdonalds starbucks less expensive per serving comes great canister scoop measure frappe mix love recommend anyone love frappes
We pop the cork and put it in the freezer for 8-10 min. Its like drinking liquid Gold..... You can't believe how much better this wine tast.,4,Positive,pop cork put freezer min like drinking liquid gold believe much better wine tast
This is way to much for this item.  I can buy 10 boxes at wal-mart for 10$.  Do not buy this online!  Much easier to buy in store.,1,Negative,way much item buy boxes wal mart buy online much easier buy store
"I'd heard about this on triple D and a few other places, and thought, ""Well, if they're ranting THIS MUCH, it must be GREAT."" Nah.<br /><br />Used it on chicken TWICE (the reviews I'd read slobbered all over how good it was supposed to be with chicken), and it SUCKED. Not that it was nauseating, it just had no flavor at all. We have a pretty broad palate--like all kinds of foods--but this had  no real flavor profile at all. I've read it described as 'lemony', etc.: don't you believe it. I loaded the food up with lemon and this stuff, and it pretty much...just lay there.<br /><br />Frankly: we grew up poor and couldn't afford too many spices or extras, and my mom's roast chicken with JUST salt, pepper and butter rocked WAAAAAAAAY more than this. Save your money is my instinct. I still plan to try it mixed with some other herbs, so I'll update, and hopefully find a recipe or two that is worth the investment.<br /><br />The company DOES give you a LOT for your money, in the way of sheer amount of the spice that they send you. I'd be very open to anyone here who wanted to send me recipes or ways to use it that might change my initial impression. So look out for future updates.",1,Negative,heard triple places thought well ranting much must great nah br br used chicken twice reviews read slobbered good supposed chicken sucked nauseating flavor pretty broad palate like kinds foods real flavor profile read described lemony etc believe loaded food lemon stuff pretty much lay br br frankly grew poor afford many spices extras mom roast chicken salt pepper butter rocked waaaaaaaay save money instinct still plan try mixed herbs update hopefully find recipe two worth investment br br company give lot money way sheer amount spice send open anyone wanted send recipes ways use might change initial impression look future updates
"On the go all the time, but still want to eat healthy? Are you sick of all the dry, mediceney tasting protein bars? Then these Power Crunch bars are for you. Seriously, the best bars I have EVER had. Great stuff!!",5,Positive,go time still want eat healthy sick dry mediceney tasting protein bars power crunch bars seriously best bars ever great stuff
"Seriously, this (& the other donut house coffees) are simply the best. The chocolate flavor is there but not overbearing and no weird chemical taste that some flavored coffees have. Way better than Timothy's ""german chocolate cake"". All of Timothy's coffees have a bit of a weird chemical aftertaste to me. Gloria Jean's ""swiss chocolate"" isn't bad but it doesn't compare to this coffee. If you like chocolate and like flavored coffee, you'll love this coffee!",5,Positive,seriously donut house coffees simply best chocolate flavor overbearing weird chemical taste flavored coffees way better timothy german chocolate cake timothy coffees bit weird chemical aftertaste gloria jean swiss chocolate bad compare coffee like chocolate like flavored coffee love coffee
"I innocently started giving these to my cats - had no idea they would begin to control my life.  Run out of treats?  you're screwed.  One cat cries so loud in the morning it sounds like someone is torturing her.  Eventually, the other cat jumps up on my face to wake me up...for treats.  It's like I'm living in a nightmare if I don't give them their fix.  C'mon...we know big corporations put addictive substances in candy, sodas & chips - - - of course they're in our cat treats.  And, seriously....they've hit the kitty crack jackpot w/ these.  Do yourself & your cat a favor:  Save your mental & your cat's physical HEALTH.",1,Negative,innocently started giving cats idea would begin control life run treats screwed one cat cries loud morning sounds like someone torturing eventually cat jumps face wake treats like living nightmare give fix c mon know big corporations put addictive substances candy sodas chips course cat treats seriously hit kitty crack jackpot w cat favor save mental cat physical health
"Most all ChiliMaster Chicken chili varieties ROCK!  Healthy, thick and satisfying!<br />I like the white the best, this is different, IT'S WAY TOO SALTY and tastes like a whole packet of Taco seasoning mix is in it and I could see no visible chunks of tomato...just dark red salty taco.burito styled sauce.<br />A good way to use the soup would be to have it as a topping on burritos along with real sour cream, etc...<br />There are adequate chunks of real chicken that are tasty...but the sauce so dredges down this variety.",3,Neutral,chilimaster chicken chili varieties rock healthy thick satisfying br like white best different way salty tastes like whole packet taco seasoning mix could see visible chunks tomato dark red salty taco burito styled sauce br good way use soup would topping burritos along real sour cream etc br adequate chunks real chicken tasty sauce dredges variety
"This is a hard to find vinegar that is superior to balsamic especially when rich flavor is needed. While balsamic adds sweetness and a strong vinegar flavor, sherry vinegar is a mild vinegar that adds huge flavor with a depth and richness that is unique. It can be used very much like white wine, but it adds a smooth nutty flavor similar to pecans. This can be used whenever cooking sherry is called for. I like to use it instead of beer to cook turkey brats, and when cooking cut up chicken: cover the bottom of a fry or saute pan, let the liquid reduce while browning each side; it turns out great. I haven't tried it with other meats, such as beef or pork, but I would expect the rich, mellow flavor to compliment those meats as well. The bottles are large, the size of wine bottles, and this will force you to think up ways to use it--lucky you.",5,Positive,hard find vinegar superior balsamic especially rich flavor needed balsamic adds sweetness strong vinegar flavor sherry vinegar mild vinegar adds huge flavor depth richness unique used much like white wine adds smooth nutty flavor similar pecans used whenever cooking sherry called like use instead beer cook turkey brats cooking cut chicken cover bottom fry saute pan let liquid reduce browning side turns great tried meats beef pork would expect rich mellow flavor compliment meats well bottles large size wine bottles force think ways use lucky
I LOVE THE TEA SELECTIONS.WILL DEFINITELY REORDER THIS TEA AGAIN.I WOULD RECOMMEND IT TO EVERYONE WHO LIKES TEA.THERE IS A VARIETY OF FLAVORS TO CHOSE FROM,5,Positive,love tea selections definitely reorder tea would recommend everyone likes tea variety flavors chose
"I love these best of all the thinkThin Protein Bar flavors that I've tried (Chunky Peanut Butter, White Chocolate, Tangerine Cremesicle, Chocolate Brownie Crunch, and Chocolate Espresso). I like all of them a lot, with the exception of the Chocolate Espresso, which seemed kind of dry, crumbly and not that flavorful to me. The Creamy Peanut Butter has a nice, smooth and creamy texture, and a sweet, but not too sweet, flavor. I like better than the Chunky Peanut Butter (which isn't bad) because of the smooth and creamy texture---a bit like comparing smooth and chunky peanut butter, but not exactly. Somehow it just works better in creamy form.<br /><br />I order these bars quite often via subscription and would say about 1 in every 5 or 6 boxes has the same issue that others have complained about with storage/overheating. It's not ideal, of course, but they are still edible and cheaper than buying as singles in a grocery store, so I continue to get them. It would be nice if Amazon could resolve the issue though.<br /><br />I first tried these bars as part of a low carb diet I was doing. They are SOOO much better than the Atkins Protein Bars that I found in a drugstore, which tasted so chemical and unwholesome. No comparison. They are so good, in fact, that I have to be careful not to eat too many because then, they don't really help for dieting purposes!",5,Positive,love best thinkthin protein bar flavors tried chunky peanut butter white chocolate tangerine cremesicle chocolate brownie crunch chocolate espresso like lot exception chocolate espresso seemed kind dry crumbly flavorful creamy peanut butter nice smooth creamy texture sweet sweet flavor like better chunky peanut butter bad smooth creamy texture bit like comparing smooth chunky peanut butter exactly somehow works better creamy form br br order bars quite often via subscription would say every boxes issue others complained storage overheating ideal course still edible cheaper buying singles grocery store continue get would nice amazon could resolve issue though br br first tried bars part low carb diet sooo much better atkins protein bars found drugstore tasted chemical unwholesome comparison good fact careful eat many really help dieting purposes
"This orzo is absolutely delicious, with a firm bite and an astounding 9 g of fiber in every serving (and when it comes to pasta, that's what you should be looking for on the package). This is the healthiest and most delicious choice I've found in whole grain pastas, bar none. The orzo shape is great for cold salads and hot dishes alike -- I really like making a hot caprese-style pasta dish with this stuff. I don't buy anything else ... and you can't beat Amazon's price for the 4-pack, particularly if you select the automatic shipment option (I get a new pack every 3 months).",5,Positive,orzo absolutely delicious firm bite astounding g fiber every serving comes pasta looking package healthiest delicious choice found whole grain pastas bar none orzo shape great cold salads hot dishes alike really like making hot caprese style pasta dish stuff buy anything else beat amazon price pack particularly select automatic shipment option get new pack every months
"This tea is excellent. The delivery is very fast (from Canada to U.S.).<br />I wish it had more ""nutritional"" information because I suspect there is some caffeine in the tea which kept me awake (although I drank about 40 ounces of it). I was awake at midnight wanting to make another pot!<br />Very delicate jasmine flavor that I remember from a fine Oriental restaurant years ago. What a treat.",4,Positive,tea excellent delivery fast canada u br wish nutritional information suspect caffeine tea kept awake although drank ounces awake midnight wanting make another pot br delicate jasmine flavor remember fine oriental restaurant years ago treat
This product is hard to find in the area I live so I enjoy having it at home to use when needed.,5,Positive,product hard find area live enjoy home use needed
